snp-dists 0.7.0	PG1	PG10	PG100	PG101	PG102	PG103	PG104	PG105	PG106	PG107	PG108	PG109	PG11	PG110	PG111	PG112	PG113	PG114	PG115	PG116	PG117	PG118	PG119	PG12	PG120	PG121	PG122	PG123	PG124	PG125	PG126	PG127	PG128	PG129	PG13	PG130	PG131	PG132	PG133	PG134	PG135	PG136	PG137	PG138	PG139	PG14	PG140	PG141	PG142	PG143	PG144	PG145	PG146	PG147	PG148	PG149	PG15	PG150	PG151	PG152	PG153	PG154	PG155	PG156	PG157	PG158	PG159	PG16	PG160	PG161	PG162	PG163	PG164	PG165	PG166	PG167	PG168	PG169	PG17	PG170	PG171	PG172	PG173	PG174	PG175	PG176	PG177	PG178	PG179	PG18	PG180	PG181	PG182	PG183	PG184	PG185	PG186	PG187	PG188	PG189	PG19	PG190	PG191	PG192	PG193	PG194	PG195	PG196	PG197	PG198	PG199	PG2	PG20	PG200	PG201	PG202	PG203	PG204	PG205	PG206	PG207	PG208	PG209	PG21	PG210	PG211	PG212	PG213	PG214	PG215	PG216	PG217	PG218	PG219	PG22	PG220	PG221	PG222	PG223	PG224	PG225	PG226	PG227	PG228	PG229	PG23	PG230	PG231	PG232	PG233	PG234	PG235	PG236	PG237	PG238	PG239	PG24	PG240	PG241	PG242	PG243	PG244	PG245	PG246	PG247	PG248	PG249	PG25	PG250	PG251	PG252	PG253	PG254	PG255	PG256	PG257	PG258	PG259	PG26	PG260	PG261	PG262	PG263	PG264	PG265	PG266	PG267	PG268	PG269	PG27	PG270	PG271	PG272	PG273	PG274	PG275	PG276	PG277	PG278	PG279	PG28	PG280	PG281	PG282	PG283	PG284	PG285	PG286	PG287	PG288	PG289	PG29	PG290	PG291	PG292	PG293	PG294	PG295	PG296	PG297	PG298	PG299	PG3	PG30	PG300	PG301	PG302	PG303	PG304	PG305	PG306	PG307	PG308	PG309	PG31	PG310	PG311	PG312	PG313	PG314	PG315	PG316	PG317	PG318	PG319	PG32	PG320	PG321	PG322	PG323	PG324	PG325	PG326	PG327	PG328	PG329	PG33	PG330	PG331	PG332	PG333	PG334	PG335	PG336	PG337	PG338	PG339	PG34	PG340	PG341	PG342	PG343	PG344	PG345	PG346	PG347	PG348	PG349	PG35	PG350	PG36	PG37	PG38	PG39	PG4	PG40	PG41	PG42	PG43	PG44	PG45	PG46	PG47	PG48	PG49	PG5	PG50	PG51	PG52	PG53	PG54	PG55	PG56	PG57	PG58	PG59	PG6	PG60	PG61	PG62	PG63	PG64	PG65	PG66	PG67	PG68	PG69	PG7	PG70	PG71	PG72	PG73	PG74	PG75	PG76	PG77	PG78	PG79	PG8	PG80	PG81	PG82	PG83	PG84	PG85	PG86	PG87	PG88	PG89	PG9	PG90	PG91	PG92	PG93	PG94	PG95	PG96	PG97	PG98	PG99	Reference
PG42	13696	14658	14973	15723	14699	14882	14746	15040	14981	15751	15035	14021	14793	13630	13898	14591	13853	3285	14296	14856	14904	13853	14761	14928	15172	15777	13677	15041	14923	15549	14313	14894	13741	14839	14598	13904	15224	15346	15084	15752	14953	3289	14339	14971	15325	14633	13763	15699	15140	14768	14963	15736	13896	15244	13764	15656	13534	14417	13280	15724	14332	15196	14334	15017	15033	15231	14750	13381	14259	14583	13936	13777	15720	13894	14846	15034	14779	15746	14356	15758	15147	14756	13915	3266	14694	3284	14962	14268	14854	15005	14219	15232	15041	14767	14756	14324	14970	14319	14552	13852	14988	15011	15076	14977	15721	15710	15310	14602	13451	13649	13916	13621	15134	13927	14973	15014	15315	13988	14310	14955	15095	15221	15192	15702	15031	13624	14985	14579	13637	15002	14983	14941	14309	15739	15727	14938	15058	14977	15757	13890	15001	15637	15758	14644	13743	14906	15789	14356	14366	14996	14901	13900	13430	13901	13496	13869	14958	15045	15322	15660	15744	14760	14970	15323	14332	15070	14514	14085	14334	14026	13893	14993	14322	14962	14936	14328	15328	13750	14153	14977	14401	15930	14308	13822	3291	14986	14963	15001	15734	14398	15029	15038	15011	15741	14989	14332	15163	13807	13949	15034	14238	14354	14515	14902	14985	14770	14928	3209	14988	14320	13484	14286	14966	14974	14036	14961	15754	14114	14964	14963	15753	14582	14687	14308	13478	14958	14947	15000	13739	15749	14130	14988	14140	15740	14240	15735	14571	14969	14972	15735	15917	14973	15726	14338	13595	14343	14344	14217	15704	14071	14966	15774	14324	13726	14012	14343	15098	15617	14346	15765	14368	14340	14936	15719	14318	14534	13503	14983	15706	13617	14326	14942	14989	13631	15354	15748	13972	14370	13624	14061	14934	14535	15743	15336	14925	15200	14319	0	13670	14980	15751	14292	14920	14964	15319	14474	14955	14340	15069	14323	14981	14563	13925	14998	13625	14093	13711	13913	14969	14316	15315	14343	15356	13651	14317	14588	14947	13896	14770	14338	14874	14291	14972	13740	15175	14988	15217	14423	13894	14592	15331	14610	14250	14961	14931	14387	14324	13355	14944	14911	14928	14923	13894	16003	15349	14183	13871	15754	15295	14753	15049
PG43	93	14885	14650	15228	14779	14706	14838	15247	14634	15233	15248	13707	14755	15355	13839	15296	13820	13865	14249	14204	14719	7177	14803	14764	15435	15250	126	15252	15011	15007	14334	14971	13590	15143	14061	13862	14843	15308	15145	15232	14552	13894	14317	14567	15291	14073	355	14791	15392	14881	14620	15181	13857	14862	14344	15188	13388	14675	14017	15217	14347	14136	14347	15236	15244	14841	14849	13624	14174	15285	13859	7097	15220	13846	14817	15239	14768	15237	15188	15237	15412	14905	14091	13877	14391	13906	14623	14595	14324	15239	14331	14824	14936	14852	14863	14315	14644	14323	15275	7204	14649	15220	15118	14632	14668	15215	15312	15525	13654	13631	13834	223	15378	13843	14645	14655	15308	13690	14324	14533	15361	14230	14149	15188	15236	14494	14636	15271	14502	14618	14631	14529	14234	15234	15229	14917	14721	14579	15245	7262	14655	14524	15261	14641	15285	14513	15233	14355	14362	14670	14141	13832	5828	13820	13680	13821	14538	15245	15295	15220	15213	15083	14418	14250	14338	15116	14600	14034	14352	13706	13841	14589	14342	14838	14357	14338	15297	13669	14197	14664	14507	15183	14324	14247	13866	14655	14567	14660	15212	14519	15236	15263	14690	15219	14778	14329	14141	6999	13867	15243	14348	14271	14540	15005	14621	14861	14600	13925	14653	14321	13681	14294	14568	14631	13713	14533	15222	14012	14966	14562	15247	15307	14621	14325	13683	14981	14546	14646	14350	15225	14422	14569	14021	15208	14242	15208	15278	14655	14560	15183	14860	14816	15218	7763	13472	14251	14327	13817	15188	13717	14750	15270	14248	89	13698	14333	15154	15515	14325	15203	14335	14266	14747	15200	14319	14852	6065	14587	15185	13499	14341	14753	14607	14504	14992	15242	13661	14915	14505	14444	14946	14823	15215	15315	14991	14144	14333	13670	0	14573	15240	14238	14162	14545	15254	14747	14760	14342	15134	14344	14943	14834	13853	14651	13469	14850	14297	13821	14656	14329	15250	14355	15312	88	14326	15294	14513	13835	14859	14246	14997	14320	7204	15293	13988	14264	15148	15098	13829	15307	15324	13925	14232	7204	14521	6052	14281	14014	14639	14865	14508	14921	13853	14949	15296	14414	13826	15252	15288	14867	15250
PG44	14598	15219	15764	14474	4995	15441	15201	16141	15730	14507	16130	14747	15354	15839	14254	15713	14313	15207	13961	14808	15433	14552	15660	15556	16214	14458	14565	16155	15296	14363	13928	14664	15618	15344	14435	14299	15609	16191	15453	14468	96	15257	13930	115	16197	14499	14693	15257	16190	15557	15729	14395	14289	15599	15393	14492	14597	15275	14972	14484	13938	15568	13949	16024	16123	15599	15210	14795	15006	15708	14302	14879	14489	14262	15267	16124	15233	14484	15516	14482	16223	15241	14697	15152	14967	15230	15721	15421	15231	16097	15617	15587	13236	15216	15234	13966	15765	13924	15675	14560	15769	16123	15461	15741	15313	14445	16168	14539	14793	15002	14263	14600	16208	14282	15718	15762	16174	14698	13933	105	16196	15454	15582	14458	16120	14229	15730	15709	14207	15725	15733	100	13958	14476	14488	15258	15215	113	14492	15097	15740	15742	14491	15753	15867	115	14449	13964	13952	15747	15422	14241	14659	14257	14877	14243	116	16114	16185	14361	14472	14649	14919	15561	13970	15456	15114	14498	13941	14757	14283	114	13933	15382	14885	13926	16198	15014	14785	15781	14830	15704	13916	14481	15230	15766	109	15746	14488	14856	16120	16156	15766	14477	15469	13924	15567	15008	14282	16140	14782	13995	14998	16171	15753	15202	15718	15189	15745	13929	14907	13888	103	15759	14750	102	14472	14485	14636	92	14504	15709	15560	13936	14899	14614	104	15762	14270	14455	15493	133	14507	14482	15168	14461	15691	15761	117	14452	16169	14431	14485	14984	15319	13956	13927	15671	14453	14723	15464	14516	13955	14623	14711	13924	15483	16038	13919	14411	13930	13994	15461	14437	13916	15214	14759	106	14452	15373	13925	15456	109	14201	15414	14496	14678	15078	14192	15024	14615	15197	14480	16205	15659	15591	13924	14980	14573	0	14472	13945	15449	101	16172	15268	15483	13961	15467	13943	15422	15202	14270	15736	15319	15230	14245	14244	15752	13941	15475	13966	16198	14563	13936	15708	104	14255	15214	13937	14501	13927	15747	15884	15282	15390	15751	15909	14257	15713	16202	14395	15160	15682	106	15415	13915	14788	15727	15188	132	15739	14257	14706	16187	14928	14252	14500	16171	15212	16155
PG45	15246	15941	15969	56	14429	15975	15983	16589	15947	47	16594	15211	15949	16538	15344	16399	15349	15754	15179	15360	16046	14935	15921	16075	16187	143	15219	16605	16021	1481	15072	15595	16006	15806	15475	15359	16111	16599	16308	43	14441	15796	15083	14450	16574	15512	15298	15505	16175	15911	15927	163	15362	15798	15845	737	15349	15934	15320	45	15086	15843	15103	16544	16595	15796	16011	15430	15184	16389	15356	15637	43	15315	16108	16596	16009	33	16167	56	16195	16068	15102	15745	15940	15783	15939	16047	15701	16593	16267	15794	15066	16000	16021	15149	15957	15075	16390	14927	15952	16572	16277	15956	15483	54	16569	15954	15509	15524	15319	15174	16163	15343	15962	15989	16563	15165	15083	14424	16130	15902	15856	33	16591	15413	15941	16372	15378	15944	15939	14444	15158	52	49	16069	16052	14465	49	15632	15967	16312	52	16101	16713	14411	158	15134	15116	15987	15942	15340	15431	15296	15448	15307	14438	16596	16562	789	53	16222	14861	15882	15182	16297	15516	14980	15091	15198	15338	14472	15083	16066	14892	15099	16566	15541	15231	15992	15445	15874	15070	15318	15783	15992	14447	15969	49	15475	16580	16620	16011	42	16108	15062	15873	15672	15382	16568	15423	15214	15400	16533	15935	15998	15947	15775	15967	15092	15465	15041	14479	15937	15243	14457	50	14944	15792	14453	54	16417	15938	15066	15444	15791	14446	15975	15248	55	15906	14462	14979	53	15913	53	16382	15965	14489	55	16547	15650	290	15498	15930	15193	15083	16106	50	15221	16102	57	15178	15294	15180	15066	16320	16006	15093	165	15078	15218	16074	60	15065	15879	15519	14494	52	15966	15078	16100	14508	15396	15385	59	15153	15634	15393	16034	15749	15824	50	16606	16291	15879	15083	15751	15240	14472	0	15172	15979	14456	16551	15962	16091	15098	16283	15090	15967	15838	15362	15967	15907	16013	15244	15354	15964	15086	15877	15102	16610	15208	15079	16403	14435	15347	15991	15160	15529	15138	16334	16724	15585	15668	15887	16219	15324	16409	16597	14783	15901	16311	14419	16175	15053	15661	15959	16007	14442	15843	15339	15821	16562	15669	15333	47	16578	15994	16618
PG46	14231	15196	13887	15140	14360	14931	15159	15083	13888	15167	15077	14041	14837	14953	13740	15404	13782	14440	91	14268	14936	14307	15764	14912	15974	15185	14201	15093	15221	15016	573	15359	14615	15194	14511	13785	14886	15583	15499	15153	13939	14458	540	13916	15578	14578	14313	14719	15966	15808	13858	15112	13759	15355	14935	14476	14133	14952	14601	15157	571	14665	563	14973	15074	15364	15176	14288	13181	15397	13752	15167	15149	13741	14917	15072	15268	15163	15261	15146	15984	15230	14193	14385	15333	14444	13871	14835	14297	15083	14792	15376	13833	15153	15170	559	13895	558	15383	14287	13883	15053	15445	13875	14782	15120	15576	14609	14242	14357	13725	14187	15938	13761	13877	13901	15562	14002	553	13904	15921	14558	14663	15113	15076	7553	13863	15385	7558	13873	13875	13920	89	15158	15157	15215	14877	13919	15175	15345	13892	15091	15173	14980	14997	13893	15149	571	567	13900	15042	13756	14762	13717	14311	13728	13907	15084	15560	15034	15135	5973	14452	14639	553	15462	14601	14072	561	14054	13734	13956	555	14975	14436	554	15566	14404	14381	13908	14554	15150	560	14404	14451	13914	13941	13904	15138	14578	15067	15089	13931	15153	15010	540	14647	15238	13778	15079	14602	36	14507	15834	13895	15165	13871	14430	13897	575	14331	542	13949	13863	14054	13948	15150	14070	15255	13949	15172	15424	14913	579	14323	15262	13964	13898	8307	15153	14805	13968	14105	15126	14673	15125	15392	13896	13959	15107	15164	15136	15181	14832	14220	92	545	14787	15086	14052	14960	15190	99	14304	14040	558	15499	14964	535	15129	580	95	14966	15141	547	15169	14809	13944	15103	14247	568	14957	13961	7542	14899	15158	14018	14958	7539	14958	15229	15176	15164	15603	15108	14670	553	14292	14238	13945	15172	0	15062	13898	15529	10147	14979	547	15471	564	15296	15176	13728	13903	14191	15052	8333	13732	13895	560	15429	564	15598	14205	552	15406	13892	13748	15161	27	15363	539	15942	15002	14678	14684	15311	14965	13726	15408	15606	13718	14661	15940	13922	15523	539	14073	13888	15092	13906	15337	13750	14885	15561	14686	13734	15163	15564	15163	15083
PG47	14164	15949	16462	15943	15434	16118	15918	16596	16471	15997	16591	15190	16022	16447	14961	16630	14966	15182	15062	15612	16106	14523	16093	16042	16508	16019	14127	16605	16024	15989	14984	16099	15187	16074	15664	14960	16314	16852	16123	15969	15482	15192	14998	15462	16837	15725	14187	16359	16492	15963	16428	15963	14980	15598	14793	16022	13861	15796	15571	15965	15032	16219	15020	16509	16593	15588	15887	14053	8055	16591	14990	14534	15958	14962	15964	16587	15808	15971	16484	15957	16525	15992	15287	15118	14699	15171	16427	15480	16003	16569	15654	15572	14835	15902	15899	15091	16460	14993	16595	14556	16458	16581	16091	16446	16362	15924	16838	15388	14030	14317	14951	14086	16472	14977	16461	16482	16804	15136	14987	15412	16440	15643	16218	15935	16584	14486	16467	16599	14445	16474	16458	15428	15039	15955	15952	16169	14672	15459	15983	14785	16464	15926	15981	15663	16397	15415	16002	15033	15052	16468	15	14964	14359	14943	13988	14955	15459	16581	16827	15973	15954	15853	10974	15788	15128	16099	15606	15379	15024	15182	14956	15478	14999	16000	10947	14996	16835	14311	15504	16483	15548	16814	14968	15035	15171	16475	15468	16474	15949	15582	16571	16616	16512	15983	16186	14980	16204	14639	15008	16584	15349	15107	15815	16536	16446	15898	16431	15222	16458	14995	14019	14976	15487	16408	15205	15453	15981	15333	16023	15459	15986	16652	16173	14990	14021	16054	15460	16468	14678	15984	15412	15466	15396	15955	14896	15963	16618	16467	15505	15956	16249	16035	15966	15059	14756	15073	14989	15396	15936	15205	16148	16010	15083	14192	15184	15004	16128	15776	14986	15996	15031	15091	16138	15931	14984	15896	14464	15483	15931	14774	15018	16116	15523	14471	16340	15964	15147	15433	14463	15508	15982	15886	15985	16856	16381	16225	15000	14920	14162	15449	15979	15062	0	15458	16771	16096	16143	15008	16090	15003	15899	15906	14975	16505	14743	15796	14634	14976	16463	15005	16371	15019	16863	14119	14982	16605	15412	14952	15887	15070	15872	15097	15517	16416	15524	15607	15644	15969	14943	16640	16849	14295	14882	15535	15418	15087	14956	14953	16462	16044	15402	16278	14969	16668	16834	15114	14961	15984	16819	15885	16606
PG48	14566	15173	15720	14446	4977	15423	15156	16150	15684	14482	16134	14699	15339	15843	14213	15724	14279	15178	13917	14770	15415	14522	15640	15532	16190	14431	14526	16155	15251	14343	13896	14648	15582	15335	14425	14256	15582	16140	15419	14446	59	15224	13883	75	16139	14488	14661	15220	16159	15532	15684	14371	14248	15530	15349	14470	14567	15221	14933	14458	13897	15541	13910	16019	16131	15535	15173	14760	14970	15716	14254	14845	14468	14223	15230	16128	15191	14458	15520	14456	16197	15194	14652	15127	14913	15201	15680	15380	15182	16098	15583	15523	13215	15177	15188	13924	15722	13881	15692	14528	15723	16124	15421	15692	15267	14422	16118	14498	14753	14960	14225	14558	16172	14242	15673	15714	16125	14655	13886	80	16163	15407	15560	14432	16128	14179	15688	15726	14157	15683	15689	71	13913	14451	14465	15230	15180	74	14474	15067	15697	15688	14478	15712	15880	98	14421	13923	13912	15702	15428	14201	14632	14215	14841	14201	85	16122	16124	14331	14453	14591	14876	15510	13926	15422	15070	14457	13897	14711	14238	89	13893	15347	14841	13892	16140	14974	14736	15733	14792	15675	13875	14473	15207	15731	91	15703	14463	14820	16120	16160	15721	14457	15453	13880	15543	14971	14240	16137	14749	13945	14960	16144	15704	15168	15670	15165	15702	13898	14870	13840	71	15715	14707	73	14452	14437	14603	74	14486	15724	15506	13889	14862	14589	75	15718	14212	14432	15473	111	14468	14458	15138	14446	15699	15711	100	14432	16114	14403	14465	14942	15285	13909	13884	15634	14432	14686	15440	14496	13915	14591	14668	13888	15436	16031	13874	14396	13897	13954	15438	14417	13870	15170	14729	82	14432	15346	13890	15435	80	14162	15389	14475	14632	15049	14148	15017	14583	15154	14452	16155	15599	15570	13884	14964	14545	101	14456	13898	15458	0	16114	15241	15459	13914	15417	13898	15394	15159	14227	15693	15291	15228	14186	14210	15705	13897	15445	13915	16147	14523	13891	15718	61	14219	15174	13900	14491	13889	15654	15887	15229	15337	15674	15856	14214	15723	16149	14348	15123	15593	70	15313	13871	14762	15681	15146	101	15724	14214	14679	16129	14899	14211	14473	16113	15168	16153
PG49	15266	15271	15814	16521	16207	16349	15339	15306	15794	16522	15290	15280	16305	15794	15022	16110	15036	15099	15535	9659	16378	15034	15180	16418	16593	16568	15237	15298	15371	16437	15433	16421	15503	15248	14874	15050	16479	50	15509	16548	16101	15127	15457	16120	44	14938	15289	16890	16551	15154	15786	16533	15047	15520	15709	16441	15410	15393	14739	16524	15466	12992	15471	15227	15302	15528	15362	15169	15767	16101	15043	15191	16529	15020	15613	15289	15285	16542	15601	16512	16571	15304	15385	15088	15543	15105	15770	15466	8886	15311	15978	15544	16179	15351	15373	15469	15807	15437	16093	15038	15812	15269	15466	15788	16895	16502	45	15828	15492	15137	15024	15127	16521	15008	15772	15788	72	15216	15453	16113	16538	13544	12978	16529	15305	16001	15793	16097	15985	15774	15795	16107	15525	16521	16519	15646	15570	16169	16560	15286	15794	13944	16543	15558	15735	16072	16573	15456	15492	15801	16746	15027	15283	15010	15266	15016	16127	15302	73	16365	16553	16427	15278	13575	15535	15488	6981	15363	15452	15280	15037	16134	15452	14792	15325	15455	73	15411	15475	15827	15581	17300	15393	15407	15114	15802	16143	15799	16533	15613	15294	15300	15824	16541	16434	15440	12964	15200	15060	15298	15230	15565	15802	16369	15815	15352	15782	15098	15802	15461	15286	15419	16153	15783	15298	16137	16540	15336	16118	16137	16561	16135	1084	15449	15263	16092	16112	15808	15520	16528	15850	16152	15387	16540	15195	16535	16093	15812	16173	16545	14118	16178	16567	15481	15510	15538	15438	15630	16535	15266	16422	16553	15542	15285	15243	15445	15517	16338	15430	16565	15473	15569	16404	16529	15436	15507	15271	16143	16523	15528	15448	16395	16203	16003	16069	16553	15239	13572	15995	15316	16052	15434	16519	53	6258	12997	15446	15319	15254	16172	16551	15529	16771	16114	0	16020	16394	15460	15491	15452	13026	15434	15056	15812	15512	14938	15467	15019	15799	15457	16550	15485	76	15235	15440	16109	16109	14991	15356	15548	16198	15490	16590	15749	13325	13092	15860	15391	15008	16119	75	16053	15180	16614	16102	16094	15442	15154	15779	15626	16096	16468	15039	17352	39	15511	15023	16560	81	15359	15316
PG5	14777	15439	15573	15945	15454	15574	15532	14645	15566	15972	14643	14962	15453	14799	14237	14929	14282	14576	10128	14981	15569	14953	15579	15584	16229	15994	14754	14654	15563	15846	10047	15618	15447	15431	14868	14281	15736	16082	15794	15936	15279	14600	10054	15262	16073	14912	14900	15744	16208	15585	15544	15935	14267	15786	15538	15823	14647	15429	15133	15940	10066	15656	10051	14530	14645	15809	15550	14785	14626	14922	14274	14833	15946	14244	15194	14635	15512	15955	14644	15943	16230	15539	14943	14535	15797	14590	15560	15119	15429	14644	15213	15807	14850	15524	15560	10042	15578	10043	14924	14998	15578	14633	15759	15591	15778	15919	16082	15230	14857	14827	14234	14730	16203	14241	15577	15590	16068	14930	10056	15236	16170	15481	15672	15909	14636	11105	15554	14935	11108	15563	15562	15252	10129	15957	15952	15354	15441	15252	15975	15056	15573	15981	15952	15164	14898	15227	15983	10076	10080	15576	16062	14240	14815	14242	14972	14219	15234	14647	16063	15854	15953	11768	15380	15623	10053	15763	15147	14914	10049	14972	14241	15274	10061	15778	15384	10047	16065	14843	15057	15594	15187	15893	10050	14328	14595	15585	15249	15580	15951	15215	14626	14655	15610	15953	15633	10043	15647	14944	14279	14634	15166	10170	15368	16415	15581	15537	15563	14574	15604	10054	14970	10032	15284	15552	14950	15242	15968	14937	15677	15257	15968	14959	15470	10052	14990	15693	15263	15592	11155	15961	14966	15292	14951	15941	14918	15942	14920	15582	15269	15931	16102	15561	15927	15500	14868	10137	10067	15512	15931	14952	15592	15996	10135	14824	14947	10070	15799	15486	10062	15943	10092	10153	15559	15935	10051	15242	15016	15246	15923	14890	10071	15561	15281	11097	15127	15964	14934	14657	11101	15064	15679	15228	15957	16087	15636	15672	10050	14474	14747	15268	15962	10147	16096	15241	16020	0	15595	10057	15764	10055	15077	15226	14251	15580	14842	15092	11110	14250	15578	10053	15629	10074	16066	14744	10046	14930	15238	14234	15549	10138	15632	10049	15676	14911	15459	15458	15814	15387	14241	14943	16097	15081	14906	15720	15240	15834	10024	14904	15562	15240	15235	15158	14253	15997	16066	14967	14222	15976	16071	15542	14656
PG50	14749	15546	15699	15986	15999	374	15611	16500	15708	16081	16505	15356	265	16109	14068	16267	14120	15043	14985	15610	75	15063	16048	601	16077	16121	14719	16503	15714	15957	14903	15891	15458	15847	15148	14087	1354	16445	15842	16101	15479	15094	14927	15474	16434	15180	14474	15204	16071	16038	15659	16040	14078	15802	15441	15907	14930	14881	15399	16098	14962	16181	14933	16431	16490	15790	15618	14968	14909	16256	14059	14857	16068	14012	15236	16500	15481	16084	16168	16085	16099	15684	15323	15016	15507	15077	15658	15890	15543	16475	15676	15811	14948	15610	15636	14992	15694	14915	16254	15074	15683	16473	15806	15681	15260	16013	16440	15423	14976	15126	14073	14814	16048	14097	15694	15709	16459	15301	14932	15446	16016	16036	16167	16049	16487	14953	15660	16252	14929	15703	15681	15436	14964	15992	16075	15529	15302	15488	16092	14706	15685	16424	16094	15728	16141	15405	16098	14953	14996	15719	16101	14074	15465	14060	15142	14067	15458	16498	16456	16082	16089	15774	15487	16024	15010	15819	15916	15279	14946	15331	14078	15478	14926	14928	15453	14946	16459	15028	15375	15716	15155	16005	14925	13975	15065	15700	15457	15696	16051	15180	16492	16492	15729	16083	67	14911	16194	14881	14091	16492	15151	15018	15716	15838	15642	15613	15609	15105	15698	14946	15135	14905	15510	15695	15365	15473	16084	15244	15992	15488	16100	16279	15749	14929	15112	15989	15495	15714	15175	16077	15827	15489	15300	16058	14972	16077	16255	15704	15497	16063	16768	15923	16074	15535	15335	14998	14923	15657	16045	15350	95	16113	14997	14769	15338	14937	15863	16718	14921	16089	14956	15003	84	16053	14903	15455	15599	15489	16049	15380	14954	98	15514	14945	15474	16100	15294	15634	14948	15945	15925	15387	16075	16460	15778	16185	14931	14955	14760	15483	16091	14979	16143	15459	16394	15595	0	14929	15814	14944	15724	15405	14075	15724	15340	15649	15154	14090	15692	14933	15516	14950	16454	14702	14907	16262	15425	14069	15621	14971	15840	14942	16409	16123	15947	15812	16052	16215	14048	16274	16465	14728	14975	16437	15429	16182	14895	14909	15694	15495	15397	4703	14079	15741	16431	15212	14076	16099	16438	15610	16511
PG51	14338	15007	13921	15065	14283	14882	14966	15045	13924	15088	15041	13954	14773	14837	13764	15247	13775	14404	548	14198	14890	14357	15628	14863	15910	15105	14310	15052	15113	14952	81	15313	14465	15113	14543	13805	14840	15526	15332	15084	13951	14432	27	13940	15509	14600	14415	14609	15885	15682	13885	15043	13804	15320	14849	14406	14032	14889	14484	15092	98	14612	74	15037	15037	15326	14993	14242	13138	15241	13790	15068	15079	13761	14727	15035	15092	15091	15103	15074	15904	15055	14107	14410	15269	14415	13900	14903	14209	15048	14650	15337	13931	14972	14976	184	13928	30	15225	14346	13921	15024	15289	13919	14668	15055	15508	14582	14153	14251	13769	14295	15869	13790	13925	13935	15502	13915	91	13929	15851	14451	14615	15042	15041	7301	13898	15228	7316	13917	13912	13930	553	15090	15091	15040	14817	13937	15105	15170	13923	15008	15109	14987	14974	13910	15078	120	106	13936	14986	13793	14792	13777	14268	13758	13923	15053	15511	14963	15069	5751	14534	14542	185	15294	14506	13958	40	13965	13777	13967	35	14892	14451	42	15503	14306	14289	13941	14595	15039	83	14513	14423	13949	13966	13940	15068	14620	15037	15050	13962	15084	14952	14	14606	15067	13814	15046	14641	566	14410	15671	13943	14979	13909	14391	13936	106	14290	76	13967	13897	13961	13966	15084	13958	15308	13963	15103	15263	14870	106	14293	15318	13973	13935	8153	15088	14867	13982	14011	15061	14572	15058	15231	13934	13971	15040	15059	15195	15105	14884	14110	551	20	14634	15019	13966	14914	15120	556	14410	13955	85	15336	14838	38	15060	87	554	14911	15073	87	15102	14826	13952	15037	14143	90	14912	13973	7313	14837	15088	13929	14852	7300	14880	15289	15107	15094	15531	15008	14620	14	14340	14342	13961	15098	547	15008	13914	15460	10057	14929	0	15297	88	15237	15113	13767	13942	14084	15005	8169	13780	13931	44	15315	78	15527	14313	28	15247	13919	13769	14982	554	15276	170	15851	14976	14597	14602	15273	14963	13768	15251	15535	13821	14551	15850	13935	15532	24	14043	13923	14919	13914	15260	13776	14874	15507	14749	13766	15097	15505	14981	15052
PG52	15134	2855	14871	16255	15739	15759	2873	16181	14880	16293	16170	15231	15688	16250	14958	15581	14976	15015	15484	14544	15769	14757	15398	15827	15382	16332	15087	16175	3261	16166	15268	15693	14975	15520	15798	14985	15932	15508	34	16292	15389	15051	15264	15422	15498	15844	15179	16550	15349	15445	14845	16243	14997	15050	15137	16292	14420	14685	15296	16285	15273	15137	15269	16100	16162	15046	2869	14319	15369	15583	14995	15019	16274	14950	3230	16154	554	16293	15461	16279	15354	2554	15117	15024	15175	15053	14852	14994	14936	16145	15042	15025	15624	2891	2864	15358	14877	15261	15547	14773	14889	16147	46	14868	16543	16237	15491	15836	14311	14707	14962	15043	15347	14994	14878	14907	15496	15188	15252	15395	15326	14707	15147	16261	16163	15001	14891	15579	14964	14909	14875	15400	15474	16258	16264	3403	15188	15437	16296	15145	14901	15043	16284	15201	16070	15383	16328	15297	15299	14875	16090	14971	15266	14949	13527	14968	15407	16164	15504	16057	16285	15804	15497	14562	15379	71	14609	15372	15284	15230	14987	15433	15279	14229	15487	15281	15513	14666	15450	14893	15369	16960	15261	15058	15051	14881	15414	14902	16278	15358	16163	16189	14903	16284	15845	15282	15147	15060	15003	16165	15151	15513	15804	15406	14879	2891	14822	15108	14895	15261	13530	15234	15429	14841	15223	15405	16289	15357	15533	15424	16286	15597	14831	15260	13550	15550	15384	14906	14892	16277	15128	15430	15391	16276	14595	16281	15558	14875	15451	16282	15189	15351	16353	15293	14588	15495	15289	15023	16259	15219	15823	16308	15484	15179	15239	15271	48	15327	15306	16312	15303	15503	15795	16283	15268	3301	14913	15444	16268	14603	15270	15785	15455	14972	15562	16284	15176	14624	14970	15184	15501	3175	16295	15523	15306	15137	15268	15069	15134	15467	16283	15471	16090	15417	15491	15764	15814	15297	0	15265	14510	3183	14990	14928	14566	15709	14865	14982	14871	15271	15377	15285	15515	15103	15264	15583	15411	14950	2872	15500	15421	15354	16419	16076	14577	14483	15385	15931	14956	15603	15519	15489	14593	16405	15402	16006	15279	14417	14856	3491	15399	16239	14974	16809	15521	14639	14967	16291	15479	2882	16187
