snp-dists 0.7.0	CFKY01000001	CFNU01000001	CFVJ01000001	CGAL01000001	CGBO01000001	CGGD01000001	CGGJ01000001	CHCV01000001	CHDA01000001	CHJT01000001	CHJU01000001	CHYT01000001	CIDJ01000001	CIEZ01000001	CIFD01000001	CIJB01000001	CIJN01000001	CLIP01000001	CLKE01000001	CLMO01000001	CLMW01000001	CLND01000001	CLNJ01000001	CLNS01000001	CLNV01000001	CLOB01000001	CLOP01000001	CLQG01000001	CLQL01000001	CLRB01000001	CLSJ01000001	CLSM01000001	CLSR01000001	CLTR01000001	CLWS01000001	CLWZ01000001	CLXB01000001	CLXZ01000001	CLYE01000001	CLZG01000001	CLZW01000001	CMBG01000001	CMDD01000001	CMDL01000001	CMEW01000001	CMFA01000001	CNUJ02000001	CNUS02000001	CNVV02000001	CNVW02000001	CNVX02000001	CNVY02000001	CNXN02000001	CNXO02000001	CNXP02000001	CNXQ02000001	CNXR02000001	CNXS02000001	CNXT02000001	CNXU02000001	CNXV02000001	CNXW02000001	CNXX02000001	CNXY02000001	CNXZ02000001	CNYA02000001	CNYB02000001	CNYC02000001	CNYD02000001	COFK02000001	COFL02000001	COFM02000001	COFN02000001	COFO02000001	COFP02000001	COFQ02000001	CP035234	CP035235	CP035236	CP035237	CP035238	CP035239	CP035241	CP035242	CP035243	CP035244	CP035245	CP035246	CP035247	CP035248	CP035249	CP035250	CP035251	CP035252	CP035253	CP035254	CP035255	CP035256	CP035257	CP035258	CP035259	CP035260	CP035261	CP035262	CP035263	CP035264	CP035265	CP038251	CP038252	CP038253	CPLB01000001	CPNC01000001	CPNH01000001	CPNZ01000001	CPOL01000001	CPPA01000001	CPPE01000001	CPPK01000001	CPPS01000001	CPPY01000001	CPRA01000001	CPRF01000001	CPRJ01000001	CPRK01000001	CPRQ01000001	CPRX01000001	CPSC01000001	CPTA01000001	CPTM01000001	CPTT01000001	CPUH01000001	CPUO01000001	FITU01000001	FITV01000001	FITW01000001	FITZ01000001	FIUA01000001	FIUB01000001	FIUC01000001	FIUG01000001	FIUH01000001	FIUJ01000001	FIUK01000001	FIUL01000001	FIUN01000001	FIUQ01000001	FIUX01000001	FIVA01000001	FIVF01000001	FIVI01000001	FIVK01000001	FIVN01000001	FIWG01000001	FYON01000036	FYOS01000037	FYOV01000058	FYOX01000034	FYPD01000047	FYPF01000045	FYPI01000069	FYPJ01000054	FYPM01000037	FYPN01000071	FYPO01000064	FYPP01000050	FYPS01000035	FYPT01000038	FYPV01000110	FYPW01000051	FYPX01000039	FYPY01000040	FYPZ01000032	FYQC01000020	FYQF01000074	FYQH01000054	FYQI01000029	FYQP01000041	FYQX01000050	FYRC01000036	FYRD01000056	FYRG01000010	FYRQ01000047	FYRT01000027	NC_003028	NC_003098	NC_008533	NC_010380	NC_010582	NC_011072	NC_011900	NC_012466	NC_012467	NC_012468	NC_012469	NC_014251	NC_014494	NC_014498	NC_017591	NC_017592	NC_017593	NC_017769	NC_018594	NC_018630	NZ_CP018838	NZ_CP026670	NZ_CP027540	Reference	TVO_1901942	TVO_1901949
FYQF01000074	14366	14373	14463	14451	14271	15299	15202	14747	14073	15224	14293	15013	15501	14814	14241	15366	14877	14890	14320	18604	14870	15199	15358	17308	15147	16144	14807	15350	14831	16276	16309	16289	16057	14720	14298	14873	17119	15350	15508	14335	15318	16643	14696	16678	15170	19482	15284	15332	14000	15213	15384	14234	14790	14547	14814	13507	15355	17172	14689	14230	15979	14355	15537	14540	14229	16119	14471	14515	15313	14282	15074	14406	14574	14292	15079	13526	13577	13560	15060	16628	14151	14205	14582	14123	14197	13640	15259	15301	15309	15456	15491	14213	14168	14391	14786	14794	15467	15360	14540	14085	14091	14158	15179	14622	14313	14261	14285	13549	14809	14805	15064	14378	16416	14238	15047	14431	14757	14664	16072	14084	14206	14719	16793	14824	14939	14753	14343	14111	14950	15075	14388	15500	15105	15118	15060	15105	15133	15223	15223	15141	15109	15111	15234	15073	15307	15156	15088	15258	15115	15055	15127	15073	14165	13510	14289	14945	14470	14549	14549	14436	15286	15437	13924	71	14431	14931	14096	14015	15260	14765	14106	14827	14922	0	14620	14636	14529	14352	13972	14237	14681	15179	14307	14217	14203	14136	19102	16173	14655	16152	15367	15036	14466	16635	15948	14518	15609	15539	15166	14954	17516	16416	14955	19452	16152	14140	14218	15157	14594
FYQH01000054	14176	14470	14291	14696	14975	15408	15065	14016	14164	15294	14122	13753	15878	15000	14605	15410	13132	12008	14510	18553	15237	15078	15607	17041	15140	16161	15220	15379	15091	16519	16092	16565	15722	14724	14549	15137	18012	15349	15215	14851	14570	16424	15370	16481	14519	19831	15491	15195	13908	14531	15920	15023	14732	14092	12746	14172	15882	17228	14620	14042	16345	14267	15787	14504	14986	15761	857	1037	15801	15081	15023	15358	14943	14062	14452	14097	14165	14119	15190	16670	14869	15092	5891	14554	14504	14418	14600	15766	15772	15505	14813	15026	14057	14127	14798	14774	15508	15415	15002	14357	14337	9699	11543	15612	15496	14692	14716	14192	14806	15108	14259	14172	16116	14232	13781	14480	14573	14258	16145	14412	14897	14457	17019	13828	14654	13484	15737	14616	15278	14953	14353	15767	15481	15491	15569	15507	15491	15536	15531	15492	15455	15473	15533	15464	15564	15509	15456	15565	15479	15453	15472	15614	14349	14179	14753	14835	331	14482	14465	14724	14528	15480	14502	14645	14211	15315	14788	14392	15681	13461	13948	14486	14752	14620	0	14872	14445	14369	13917	14092	14930	14957	14754	15106	14826	14846	19195	16769	12348	16272	15559	15345	15132	16650	16292	845	15247	15627	14535	16168	17612	16222	15042	19702	16272	14835	15110	14570	5913
FYQI01000029	13921	14214	13425	14727	15208	15919	14324	14756	13659	15843	13906	14187	15318	15123	14607	15048	14119	14778	14702	18785	15182	15050	15165	16521	15032	16010	15051	15177	15052	15786	16591	15807	15834	15059	14706	15058	17666	14588	14945	14241	15221	16907	15416	16946	14923	19613	15180	15531	14185	14793	15714	14931	15367	14674	14828	15081	15686	17079	14629	14376	16269	14618	15342	14671	14866	16041	14725	14813	15643	14913	14761	15325	14920	14430	15253	14716	14772	14757	14718	16606	14579	15103	14475	14709	14665	15188	14808	15790	15803	15810	15950	15093	14505	14585	14754	14760	15194	15091	14998	14338	14348	14007	14954	15713	15385	14429	14425	15077	14784	15046	14717	13403	16057	13742	14281	14766	14572	14096	15922	14103	14815	14251	16228	13988	15317	13976	15683	14448	14874	15350	13950	15207	15156	15163	14809	15145	15170	15176	15175	15155	15124	15137	15193	15131	15175	15172	15127	15207	15132	15158	15149	14818	14657	14954	15605	14875	14702	14903	14904	15700	14838	15094	15456	14688	14605	14721	14505	14624	15671	14137	14379	15330	14897	14636	14872	0	14889	14728	13677	14551	39	15084	15627	15116	14583	14552	18821	16923	14679	16054	15442	15057	14643	16585	16270	14788	15283	15970	14755	16006	17525	16315	15048	19687	16054	14524	15118	14755	14522
FYQP01000041	14212	14620	14190	13774	15103	15776	15476	15020	14024	15698	14147	15320	15270	14899	14180	15511	15134	14577	14429	19166	14810	14868	15196	16549	14829	15894	14839	15469	15454	16058	16573	16085	15997	15483	14433	15574	17818	15655	15730	14433	15254	16871	14376	16912	14952	19882	15385	15661	14088	15168	16314	13705	14188	14371	14948	14645	16292	17579	13434	14323	16662	14674	16205	14877	13663	16004	14202	14277	16245	13750	15104	14397	14996	14340	14717	14668	14772	14737	14217	16954	14580	14957	14921	14394	14368	14818	15221	15857	15870	15796	15269	14920	14368	14455	13522	13552	15653	15508	15138	14427	14376	14388	15050	14217	14124	14747	14779	14688	14754	15130	15521	14048	16728	14152	15364	13851	14570	14960	15873	14361	14291	14719	15878	15251	15703	15333	14365	13747	15176	15702	15168	15596	15804	15820	15771	15779	15841	15860	15876	15835	15784	15797	15893	15785	15789	15862	15831	15916	15818	15803	15825	15795	14288	14621	14539	15185	14303	126	186	14671	15128	15517	15021	14587	14691	14952	14526	14507	15725	15153	14274	14021	14983	14529	14445	14889	0	14608	15005	14366	14957	15254	14550	14973	14551	14538	19141	15781	14901	15962	15138	15930	15185	16945	16643	14269	15527	15353	15158	14829	17697	16907	15356	19442	15962	14523	14978	15187	14923
FYQX01000050	14146	14152	14074	9667	14010	15779	14185	14065	14027	15678	14199	14435	15627	14387	13853	14445	14528	14185	14323	19059	11640	15275	15176	17281	15128	12264	11588	15322	15351	16402	16019	16413	15775	15373	14350	14710	17288	14720	14607	14731	14390	16317	14789	16371	14280	19707	15253	3430	2865	15198	15832	14196	14581	2426	14342	14511	15773	16028	14383	2521	15290	2483	15317	14910	14168	15293	14626	14700	15724	14248	14006	14824	14291	2546	13985	14556	14616	14571	14700	16044	14737	15401	14553	14407	14820	14616	15238	15808	15814	15063	15129	15328	2345	3228	14509	14498	14907	15058	14428	14223	14220	14443	15083	15184	15076	13892	13848	14514	14661	14292	14863	14019	16107	13997	14472	9370	13782	14223	12162	13956	14177	14513	16346	14689	15286	14400	15075	7871	13635	14439	14289	14924	14758	14769	14469	14789	14757	14898	14893	14776	14746	14747	14905	14746	14845	14790	14713	14921	14740	15142	14772	14491	14713	14501	14475	14779	14246	14652	14630	14530	15215	15107	14893	14393	2422	14325	13687	14243	15828	14677	2084	14575	14013	14352	14369	14728	14608	0	14505	2458	14788	14281	14473	15414	14771	14702	19057	16116	14209	12217	11883	14658	14672	16023	15236	14759	15272	15086	15197	15791	16585	16195	14814	18444	12217	14691	15415	15201	14573
FYRC01000036	14417	13776	14525	14525	13809	14458	14978	13554	14313	14456	14347	14829	16268	14995	14062	15649	14477	14025	14341	18701	14665	15555	15615	16856	15416	16535	14944	15295	15233	15807	15144	15846	15481	13984	14377	14852	17735	14372	14783	14256	14202	15520	15181	15550	14011	19707	14605	15235	13959	14361	15522	15221	14688	14527	14415	13666	15457	16274	14901	14150	15456	14326	14842	14779	15105	15309	13709	13786	15417	15187	14805	15321	15150	14240	15520	13696	13769	13729	15418	15727	14158	15960	13690	14533	14507	13723	14419	14676	14701	15242	15571	15940	14342	14397	15005	15024	14652	14566	15276	13860	13829	13702	15013	15533	15402	13835	13856	13741	15603	15178	14785	14382	15215	14397	14844	14621	14615	13708	16472	13750	14598	14646	17346	13900	14452	14590	15632	14080	15493	14083	13635	15904	15391	15402	15222	15437	15399	15442	15456	15424	15369	15372	15446	15346	15286	15440	15423	15455	15393	15810	15408	15242	14129	13753	14639	14510	13736	15031	15036	14822	14433	14582	14104	13991	14327	14586	15134	13973	14741	15007	14230	14667	14858	13972	13917	13677	15005	14505	0	14368	13747	15026	14645	15977	14198	14138	18533	17041	14205	16543	15599	15522	14711	15720	15427	13811	15345	15685	14384	16023	16602	15888	15054	19645	16543	14125	15977	14359	13730
FYRD01000056	13962	13915	13925	9572	13845	15412	13847	13625	13864	15296	13979	14228	15084	14222	13640	14034	14334	14004	14025	18674	11528	15009	14803	16845	14876	12199	11470	15117	15203	16026	15753	16041	15705	15024	14073	14601	17228	14256	14325	14519	14196	16077	14525	16122	14127	19493	15088	3658	2806	14797	15319	14102	14184	2517	14169	14355	15261	15854	14153	2467	14979	2667	14984	14748	14089	15188	14355	14424	15187	14169	13724	14245	14023	2500	13710	14204	14281	14237	14429	15787	14424	15014	14250	14208	14618	14476	14830	15436	15447	14867	14921	14931	344	1232	14316	14296	14802	14899	14104	13805	13794	14308	14851	14679	14520	13677	13699	14377	14364	14091	14595	13822	16100	13787	14244	9246	13801	13857	12025	13703	13813	14289	15957	14518	15017	14253	14605	8135	13471	14248	14068	14406	14595	14601	14354	14616	14585	14671	14667	14605	14581	14576	14683	14569	14665	14625	14553	14680	14567	14988	14612	14363	14520	14363	14275	14578	13975	14412	14389	14314	14830	14931	14742	14275	2636	14124	13455	13811	15455	14477	1469	14214	13731	14237	14092	14551	14366	2458	14368	0	14615	13983	14262	15031	14431	14400	18925	15628	14008	12189	11782	14441	14318	15790	14945	14479	14949	14927	14790	15217	16341	16016	14550	18296	12189	14388	15032	14795	14281
FYRG01000010	13981	14241	13470	14793	15304	15969	14357	14794	13703	15896	13959	14276	15379	15170	14642	15058	14192	14828	14753	18847	15238	15100	15239	16528	15092	16090	15094	15225	15079	15821	16629	15846	15853	15139	14766	15089	17719	14697	15047	14288	15229	16951	15505	16984	14937	19694	15230	15573	14226	14841	15765	14987	15426	14730	14875	15115	15743	17150	14691	14411	16332	14659	15423	14698	14938	16111	14791	14892	15697	14989	14811	15372	14970	14462	15308	14766	14809	14809	14798	16675	14635	15170	14543	14749	14704	15221	14861	15844	15862	15850	15987	15158	14559	14629	14818	14835	15281	15179	15060	14368	14377	14071	14980	15779	15462	14475	14470	15118	14874	15117	14770	13454	16102	13793	14372	14816	14617	14148	16010	14148	14870	14289	16306	14057	15355	14036	15731	14514	14936	15417	13998	15237	15229	15239	14887	15219	15243	15251	15251	15232	15204	15216	15274	15208	15253	15252	15208	15274	15211	15235	15231	14891	14726	14990	15648	14937	14765	14974	14971	15735	14885	15176	15486	14722	14649	14745	14572	14633	15720	14207	14425	15398	14937	14681	14930	39	14957	14788	13747	14615	0	15128	15664	15184	14647	14610	18885	16983	14703	16132	15504	15148	14689	16656	16333	14851	15309	16018	14816	16081	17598	16421	15112	19739	16132	14581	15184	14803	14582
FYRQ01000047	14537	14513	13904	14641	15012	15751	15209	15185	14099	15588	14164	14691	15467	14900	8429	15418	14677	15110	15019	19361	14877	15313	15266	17291	15299	15843	14869	15540	15252	16603	16458	16615	15566	15903	15057	15596	17671	15681	15800	14841	15322	16784	15354	16815	15090	19839	15345	15340	14002	15331	16072	15396	15147	14094	15033	15049	16031	17369	14538	14130	16597	14234	15659	14840	15315	16157	14706	14796	15983	15370	1423	15037	14913	14189	16037	14782	14813	14793	14870	16927	13952	16263	14623	15574	15811	15188	15369	15721	15742	16149	15106	16245	13920	14015	14669	14667	15089	15140	14961	14573	14562	14781	15591	15491	15228	9043	8964	15058	15899	15062	15050	13820	16029	14378	14765	14790	14958	14971	15953	14464	14916	14613	17178	14439	15167	14925	15278	14060	15162	15477	14668	15375	15634	15645	15733	15704	15641	15733	15727	15637	15616	15608	15733	15611	15621	15668	15627	15743	15609	15614	15598	15767	15073	15018	15256	14829	14842	15255	15249	15332	15271	15019	15370	15237	14377	9802	15255	14610	15717	14621	14018	15318	586	15179	14957	15084	15254	14281	15026	13983	15128	0	15273	16276	13998	13947	19065	16796	15185	15939	15262	15526	15218	16910	16571	14796	15341	15210	15337	15925	17817	17028	15206	19504	15939	13920	16276	15338	14649
FYRT01000027	14050	14420	14183	13925	14858	15505	14194	14642	14167	15352	14086	14555	15383	14858	14297	14766	14232	14833	14715	19689	14981	15607	15642	17358	15567	15918	15031	15381	15225	16347	15909	16361	15979	15239	14732	14795	18141	15407	15369	14645	14889	16302	14444	16329	14729	20340	15187	15370	14146	15073	15746	14133	10265	14130	15135	14245	15707	17465	14136	14187	16481	14542	15730	14670	14235	15867	14641	14726	15673	14307	15019	14799	14779	14214	15339	14356	14395	14354	15222	16734	13612	15328	14648	8824	9385	14404	15114	15644	15660	15444	14849	15303	14183	14317	14275	14236	15426	15098	14921	14381	14381	14368	15274	14603	14421	14621	14536	14245	15171	14869	14541	14117	15879	13981	14589	13943	14391	14357	15933	14147	14256	14410	17118	14547	15297	13874	14584	13872	14695	14838	14508	15159	15548	15552	15491	15602	15541	15691	15685	15558	15536	15536	15695	15519	15719	15578	15540	15726	15526	15970	15537	15521	13746	14259	69	14989	14634	14590	14583	664	15085	15102	14720	14342	14482	14847	14581	14450	15648	14802	13978	9890	15015	14307	14754	15627	14550	14473	14645	14262	15664	15273	0	15346	13631	13599	18981	16065	14993	15965	15024	15765	15287	16748	16459	14725	15805	14734	15079	15114	17528	16700	15330	19551	15965	13593	15347	15097	14662
NC_003028	14879	15163	14683	14918	15917	16486	14933	15469	14895	16377	14841	15734	16447	15581	15069	15406	15384	15005	15167	19836	15826	16403	16848	18003	16377	17048	15820	16809	16641	17338	17061	17395	17117	16498	15175	16278	18561	16010	15942	15728	15783	17448	15439	17505	15669	20984	15467	16096	15034	16105	16537	15003	14397	15207	15505	14991	16535	18191	15543	15084	17370	15211	16899	15882	14973	17078	14874	14931	16470	15054	15958	14846	15541	15156	6368	14538	14594	14614	15229	17600	15079	21	15039	14805	15138	15087	16218	16589	16629	16212	16253	100	15061	15113	15674	15742	16720	16363	15589	15301	15312	14913	14676	15106	14482	15089	15194	15001	4801	15769	15743	14573	17111	14738	15800	14860	15583	15424	16792	15182	15048	15007	9783	15556	16116	15287	14977	14886	15740	15813	15394	15412	16613	16625	16358	16712	16640	16651	16714	16637	16586	16590	16737	16561	16483	16653	16616	16735	16595	17011	16598	16335	15085	14945	15342	16260	14891	15074	15009	15481	16090	16389	15367	14316	15201	15238	14418	15272	16567	15939	14936	14330	15966	14217	15106	15116	14973	15414	15977	15031	15184	16276	15346	0	15039	14993	20562	16768	15403	17114	15815	16722	16447	17611	17401	14930	16598	16524	16108	15374	18454	17244	16709	20585	17114	14972	0	16147	15062
NC_003098	12576	13756	11973	14026	14462	15401	13774	14489	12467	15323	12653	15010	15387	14920	12452	14117	13966	14687	14068	18800	14786	15404	14497	17039	15346	15712	14787	15200	14776	16255	15674	16298	15406	14940	14109	15229	17494	15484	15783	14164	14983	16040	14451	16060	14811	19811	14402	15442	14222	15312	14529	14080	13684	14531	14796	14103	14511	17340	13910	14454	16279	14488	15717	14378	14069	15418	14555	14644	14438	14117	13928	14242	15077	14513	15049	14076	14127	14057	14852	16666	113	15024	14571	13439	13498	14350	15390	15452	15464	15861	14931	15023	14345	14452	14055	14016	14656	14456	15251	13861	13837	13809	15385	14348	14246	13597	13486	14148	14806	15106	14976	11842	15714	12254	15036	14054	14134	14344	15276	13686	13003	12961	16223	14661	15331	14344	14382	13873	13865	14268	14346	14535	15133	15145	14977	15128	15131	15194	15197	15138	15099	15115	15219	15065	15259	15159	15100	15228	15120	15089	15132	15008	13524	14048	13628	14877	14648	14593	14574	13754	15306	14538	14473	14252	14500	13412	13880	13919	15397	14983	14389	13681	13636	14203	14826	14583	14551	14771	14198	14431	14647	13998	13631	15039	0	111	18629	15863	14747	15834	14951	15205	14879	16670	16275	14705	15078	15003	15340	14909	17542	16679	15370	19538	15834	113	15039	15301	14556
NC_008533	12538	13700	11946	13951	14413	15357	13738	14455	12430	15276	12618	14982	15333	14882	12406	14060	13921	14650	14038	18734	14725	15388	14471	16990	15335	15636	14755	15205	14793	16200	15644	16237	15354	14932	14074	15182	17443	15434	15738	14120	14937	16012	14415	16031	14761	19778	14372	15411	14157	15284	14496	14025	13645	14463	14763	14078	14478	17275	13859	14385	16277	14460	15683	14380	14017	15403	14572	14658	14410	14066	13886	14189	15018	14444	15050	14055	14103	14040	14799	16622	35	14978	14529	13391	13472	14331	15361	15405	15424	15808	14878	14946	14324	14426	13996	13962	14619	14424	15194	13806	13781	13785	15378	14304	14201	13571	13462	14128	14772	15058	14975	11817	15687	12225	15010	13988	14102	14288	15219	13636	12940	12924	16204	14626	15318	14316	14329	13792	13806	14282	14348	14466	15086	15098	14924	15090	15091	15152	15153	15093	15055	15062	15175	15018	15217	15117	15051	15183	15076	15045	15090	14957	13484	14019	13592	14848	14668	14571	14560	13713	15274	14495	14444	14188	14479	13379	13852	13860	15357	14956	14333	13648	13605	14136	14846	14552	14538	14702	14138	14400	14610	13947	13599	14993	111	0	18630	15818	14691	15773	14877	15158	14834	16629	16273	14730	15080	14946	15308	14862	17484	16641	15321	19505	15773	25	14993	15270	14526
NC_010380	18378	18406	18665	19438	18888	19446	19542	18144	18350	19359	18415	19110	20160	19174	18410	19872	18895	19298	18604	22635	19322	19703	19695	20770	19635	19782	19339	19316	19043	19949	16062	19980	15752	19609	18634	18332	21341	18367	18737	18271	18902	16325	19367	16346	18528	23930	14910	19818	18807	19103	19141	18636	18974	18927	18870	18681	19075	20554	18648	18955	19648	18832	14235	18612	18582	18936	18957	19076	19041	18618	18931	19002	19254	19025	20188	18701	18792	18738	19608	19922	18656	20549	18788	18993	19044	18698	19157	19560	19579	19572	19681	20474	18893	18925	18762	18794	15076	14786	19446	18497	18470	18637	19902	19446	19085	18456	18352	18746	20230	19347	19110	18528	14349	18494	19126	19601	19312	18619	20114	18515	19061	18699	21892	19272	19072	19048	19113	19088	19680	19129	18406	19953	19494	19484	19599	19410	19496	19551	19529	19509	19464	19451	19544	19449	19500	19535	19495	19548	19442	19934	19432	19584	18545	18697	18981	19720	19008	19175	19157	19075	19080	14829	19109	19156	18926	18616	19346	18576	19578	19358	18995	18911	18800	19102	19195	18821	19141	19057	18533	18925	18885	19065	18981	20562	18629	18630	0	20184	18725	19875	20444	19481	19499	19920	19671	19090	18863	20031	19106	19857	20611	20480	19401	22866	19875	18605	20562	19096	18819
NC_010582	16030	15697	16322	15347	16630	17313	15509	16082	15962	17267	16068	17178	14623	16028	15932	15025	17102	16542	16239	19964	15710	15193	16523	15906	14999	15198	15876	16748	16977	15245	18147	15265	17463	17172	16297	17172	19144	16475	16849	16674	16603	18411	16327	18448	16368	21503	16975	16986	16154	16937	17280	15939	16020	16075	16821	16372	17271	18256	15631	16175	16651	15956	16892	17161	15898	17550	16488	16549	17183	15965	16189	9187	16365	16238	17151	15919	16004	15968	13179	17877	15828	16751	16110	16525	16984	16446	17008	17338	17348	17171	16563	16737	15668	15793	15743	15771	17135	16978	16387	15751	15755	16246	16793	5396	6370	16348	16488	16402	16967	16110	17568	16267	17674	15904	17217	15371	16484	16279	15574	15603	16115	16210	18071	17184	16853	17064	6467	15096	14665	17164	16159	15578	16752	16729	16517	16816	16726	16692	16729	16737	16739	16700	16729	16713	16374	16771	16683	16730	16722	17205	16735	16561	16054	16343	16083	16151	16590	15782	15775	16208	16942	17010	16721	16209	16333	16195	15314	16087	17391	17402	15755	15944	16539	16173	16769	16923	15781	16116	17041	15628	16983	16796	16065	16768	15863	15818	20184	0	16827	15123	16500	16726	16229	17872	16641	16636	17051	16592	16972	7342	18869	18043	16950	19693	15123	15823	16770	16931	16108
NC_011072	14481	14876	14378	14695	14674	15636	15161	14512	14254	15517	14374	14274	15507	15180	14881	15300	14486	3758	14855	18526	15185	15166	15077	16967	15085	16308	15116	15151	14538	16283	16474	16288	15592	15355	14861	14723	17864	15414	15296	14528	14816	16774	15384	16801	14738	19771	15561	14886	13955	15013	15681	14903	15010	14358	2517	14528	15665	16703	14440	14129	15883	13890	15094	14423	14855	15798	12162	12244	15610	14945	15138	14862	15510	14165	15349	14520	14596	14569	15170	16019	14719	15389	11644	14390	14561	14549	15046	15710	15705	15287	15475	15348	13935	14028	14576	14578	15411	15480	15383	14649	14639	12268	14379	15427	15465	14705	14751	14563	15319	15318	14894	14239	16124	14325	14351	14774	14942	15088	16091	14622	15201	14649	16778	14368	15467	14324	15532	14639	15171	14785	15038	15432	15422	15438	15143	15384	15425	15204	15209	15442	15398	15398	15222	15392	15479	15460	15371	15230	15375	15453	15402	15124	14589	14504	15007	15452	12199	14929	14921	15032	14991	15253	14916	14697	13942	15239	14356	14766	15602	14121	13907	14868	14943	14655	12348	14679	14901	14209	14205	14008	14703	15185	14993	15403	14747	14691	18725	16827	0	16393	15646	15551	15220	16028	15837	12270	15912	15685	15006	16163	17000	16156	14862	19842	16393	14667	15405	15017	11663
NC_011900	15269	15346	15367	8258	16245	17223	15940	15904	15206	17151	15239	16183	16451	15624	15598	15880	16238	16153	16112	19539	13156	16811	16949	18062	16813	325	12959	16881	16494	17006	17834	17023	17374	17166	16116	16595	18787	16269	16605	16567	16461	18109	16110	18158	16244	21101	17279	12933	12094	16757	17301	15978	15173	11886	16181	16261	17275	16185	16290	12320	14092	12123	17003	16699	15941	17343	16203	16300	17211	16013	15783	16097	15703	12380	16458	16132	16188	16173	16113	17316	15800	17098	15762	15922	16435	16390	16792	17394	17402	17028	16890	17066	12017	12319	16387	16382	16929	16683	15617	15311	15313	15629	16469	16277	16326	15773	15715	16278	16238	15524	16412	15305	17413	15170	16220	7911	15910	15793	6346	14867	16040	15479	17837	16338	16756	16012	16518	7939	15096	16501	15932	16195	16115	16123	15909	16257	16094	16090	16106	16136	16108	16081	16122	16074	16208	16155	16066	16118	16106	16550	16083	15940	15863	16287	15967	16039	16125	15976	15955	16095	16717	16757	16666	16155	12330	16064	13769	15575	17448	16277	11632	15186	15673	16152	16272	16054	15962	12217	16543	12189	16132	15939	15965	17114	15834	15773	19875	15123	16393	0	11018	15946	16150	17284	14088	16250	16922	16632	16758	17005	18181	18189	16050	17775	0	15786	17116	16715	15785
NC_012466	14897	14740	14979	7221	15612	16473	15041	15383	14830	16402	14987	15448	16311	15025	14470	15262	15398	15463	15820	19565	12738	15771	16239	17895	15612	11021	12708	16086	16527	17170	16939	17193	17018	16454	15817	15728	18615	15630	15764	15875	15827	17245	15752	17284	15664	20299	16327	12774	11820	15871	16148	14898	14794	11567	15639	15224	16106	17114	15361	12019	15921	11768	16763	16400	14848	16707	15390	15447	16049	14936	14629	15841	15065	12084	15617	14992	15094	15067	15390	16826	14905	15802	15063	15205	15462	15483	15938	16703	16718	15863	15856	15762	11682	12030	15493	15485	16596	16202	15151	14736	14711	15143	15804	15921	15908	14623	14527	15241	15291	15026	15431	14863	16964	14785	15498	6756	15615	15022	11521	14343	14741	15057	17076	15456	16207	15044	15770	8326	14930	15443	15014	15242	16110	16087	15774	16112	16090	16177	16190	16113	16097	16080	16228	16061	16071	16146	16089	16211	16101	16532	16107	15808	15432	15288	15013	15878	15379	15161	15146	15169	15855	16270	15632	15405	11869	14904	14303	14780	16682	15635	11411	14677	15003	15367	15559	15442	15138	11883	15599	11782	15504	15262	15024	15815	14951	14877	20444	16500	15646	11018	0	15933	15965	16770	15878	15435	16397	15624	15905	16620	17740	17107	16127	19109	11018	14880	15817	15858	15092
NC_012467	15591	15204	15026	14485	15242	16063	15616	15596	15373	15976	15485	15221	15294	15310	14587	15534	14673	15249	14924	19285	14854	15270	15422	17635	15165	15911	14701	16005	15101	17047	16885	17071	16719	15181	14960	15431	17496	15894	15981	15381	15507	17196	15169	17231	15161	20212	16071	15461	14372	15095	16603	15833	16031	14694	15538	15610	16557	17940	15505	14452	16604	14503	16035	14617	15757	16043	15158	15169	16495	15835	15227	15046	15270	14485	16430	15377	15473	15416	15318	17310	15178	16709	15183	15768	15617	15789	15160	16096	16130	14481	13857	16674	14344	14416	15653	15680	16149	16106	15265	15185	15179	15454	16237	15638	15617	14724	14779	15621	16407	15274	15961	14870	17100	15551	15255	14450	15689	15738	16080	15378	15721	15903	17618	15018	15049	15191	15508	14393	15202	15818	15340	16225	2877	2877	3885	3368	2857	3273	3264	2879	2871	2862	3276	2855	3616	2875	2812	3266	2865	3004	2992	3886	15320	15563	15784	15445	15193	15983	15975	15883	15068	16033	15955	15080	14525	15227	14759	15364	16248	15103	14314	16038	15198	15036	15345	15057	15930	14658	15522	14441	15148	15526	15765	16722	15205	15158	19481	16726	15551	15946	15933	0	14043	17295	16605	15274	15361	13775	15090	16219	18132	16767	7028	19790	15946	15158	16722	15079	15200
